filename,width,height,class,xmin,ymin,xmax,ymax
chartres34.png,137,171,head,50,18,80,54
chartres35.png,147,155,head,54,22,87,58
chartres36.png,146,196,head,59,28,93,70
chartres37.png,156,197,head,63,46,86,72
chartres38.png,134,169,head,72,21,95,54
chartres39.png,118,170,head,75,34,99,57
chartres4.png,111,132,head,36,68,46,88
chartres40.png,107,226,head,46,40,66,65
chartres40.png,107,226,head,148,17,162,33
chartres41.png,143,168,head,69,38,95,61
chartres42.png,247,234,head,106,1,155,126
chartres43.png,331,338,head,150,26,195,185
chartres44.png,299,327,head,132,32,175,206
chartres45.png,299,327,head,129,40,173,204
chartres46.png,240,256,head,97,40,118,119
chartres47.png,314,266,head,113,29,134,153
chartres48.png,298,271,head,110,40,137,154
chartres49.png,293,251,head,17,15,41,135
chartres5.png,170,142,head,63,7,90,65
chartres50.png,263,251,head,60,26,92,131
chartres51.png,351,309,head,84,1,132,143
chartres52.png,289,277,head,72,12,118,144
chartres53.png,298,283,head,34,2,77,109
chartres54.png,269,333,head,65,8,103,86
chartres55.png,277,379,head,43,10,98,80
chartres56.png,288,319,head,51,24,125,138
chartres57.png,210,246,head,78,9,122,60
chartres58.png,163,192,Copy of head,76,22,115,67
chartres59.png,152,211,Copy of Copy of head,71,13,110,59
chartres6.png,149,121,head,43,20,62,76
chartres60.png,109,125,Copy of Copy of Copy of head,25,4,61,46
chartres61.png,135,219,head,45,53,74,84
chartres61.png,135,219,head,105,15,137,38
chartres62.png,131,167,head,19,28,49,57
chartres63.png,165,147,head,42,48,71,69
chartres64.png,136,153,head,39,21,63,53
chartres65.png,107,121,head,39,15,63,45
chartres66.png,83,98,head,35,11,59,35
chartres67.png,140,316,head,102,40,132,70
chartres68.png,108,125,head,44,4,72,42
chartres69.png,162,191,head,26,12,48,37
chartres69.png,162,191,head,129,81,153,115
chartres69.png,162,191,head,61,47,82,78
chartres7.png,200,96,head,40,6,63,85
chartres70.png,56,160,head,56,23,79,44
chartres71.png,174,370,head,114,72,157,109
chartres72.png,187,259,head,121,67,161,113
chartres72.png,187,259,head,39,19,70,50
chartres73.png,93,165,head,48,15,76,39
chartres73.png,93,165,head,68,76,93,92
chartres74.png,201,395,head,61,43,120,101
chartres75.png,163,275,head,72,9,108,43
chartres75.png,163,275,head,122,74,160,117
chartres76.png,103,206,head,36,29,65,65
chartres76.png,103,206,head,118,1,146,22
chartres77.png,163,324,head,62,44,98,86
chartres78.png,159,197,head,115,61,143,104
chartres78.png,159,197,head,40,17,66,47
chartres79.png,163,216,head,37,7,61,31
chartres79.png,163,216,head,70,50,93,76
chartres79.png,163,216,head,138,78,167,114
chartres8.png,148,118,head,36,1,59,58
chartres9.png,161,121,head,34,20,49,62
chartres96.png,187,279,head,58,54,89,88
chartres96.png,187,279,head,201,49,229,70
chartres97.png,124,176,head,57,12,77,37
chartres99.png,265,195,head,83,40,113,69
crawl1.png,208,95,head,171,42,194,68
crawl10.png,246,97,head,204,51,229,73
crawl11.png,250,84,head,183,45,205,65
crawl12.png,204,63,head,136,32,151,49
crawl13.png,270,127,head,151,43,195,71
crawl14.png,267,107,head,210,38,245,61
crawl15.png,212,52,head,160,20,178,36
crawl16.png,354,111,head,236,28,271,56
crawl17.png,290,81,head,145,17,180,36
crawl19.png,175,92,head,118,18,141,39
crawl1_000001.png,150,150,head,41,64,51,86
crawl1_000002.png,150,150,head,40,64,50,83
crawl1_000003.png,150,150,head,39,62,51,80
crawl1_000004.png,150,150,head,40,61,51,78
crawl1_000005.png,150,150,head,42,62,52,80
crawl1_000028.png,150,150,head,41,63,51,83
crawl1_000053.png,150,150,head,40,65,52,87
crawl1_000054.png,150,150,head,40,66,52,86
crawl1_000068.png,150,150,head,41,68,49,85
crawl1_000069.png,150,150,head,41,68,50,86
crawl1_000079.png,150,150,head,41,69,51,89
crawl2.png,195,75,head,146,34,170,56
crawl20.png,260,111,head,205,27,234,46
crawl21.png,153,83,head,103,17,123,37
crawl22.png,187,80,head,120,15,142,34
crawl23.png,153,82,head,102,21,117,33
crawl24.png,178,78,head,114,21,126,35
crawl25.png,136,56,head,22,27,41,41
crawl26.png,138,63,head,19,30,35,43
crawl27.png,126,65,head,48,39,67,51
crawl28.png,149,87,head,16,52,38,72
crawl29.png,181,78,head,34,39,58,58
crawl3.png,171,59,head,125,34,144,49
crawl31.png,199,90,head,46,45,68,66
crawl32.png,187,82,head,43,37,65,56
crawl33.png,219,94,head,37,44,59,64
crawl35.png,300,112,head,68,53,101,84
crawl37.png,338,139,head,46,48,78,77
crawl5.png,119,51,head,98,24,113,36
crawl6.png,250,97,head,174,36,205,71
crawl7.png,239,100,head,194,43,215,56
crawl8.png,215,75,head,184,45,204,66
crawl9.png,344,151,head,221,59,249,86
papillon1.png,95,68,head,32,44,53,58
papillon10.png,169,55,head,41,24,56,39
papillon11.png,188,84,head,33,38,52,57
papillon12.png,161,70,head,35,23,52,39
papillon13.png,199,96,head,55,46,78,75
papillon14.png,249,89,head,60,35,75,57
papillon15.png,192,78,head,39,28,60,51
papillon16.png,181,122,head,56,64,81,84
papillon17.png,220,62,head,54,27,71,44
papillon18.png,117,54,head,19,15,32,28
papillon19.png,263,104,head,63,39,87,58
papillon1_000009.png,128,128,head,37,26,46,47
papillon1_000010.png,128,128,head,35,24,45,47
papillon1_000011.png,128,128,head,35,24,45,47
papillon1_000012.png,128,128,head,33,25,43,47
papillon1_000013.png,128,128,head,34,25,44,48
papillon1_000014.png,128,128,head,33,27,42,48
papillon1_000015.png,128,128,head,33,29,42,52
papillon1_000016.png,128,128,head,35,36,41,52
papillon1_000031.png,128,128,head,39,43,47,57
papillon1_000074.png,128,128,head,35,18,45,38
papillon1_000075.png,128,128,head,32,18,43,40
papillon1_000076.png,128,128,head,31,16,42,39
papillon1_000077.png,128,128,head,31,17,41,39
papillon1_000078.png,128,128,head,30,17,41,39
papillon1_000079.png,128,128,head,29,17,41,41
papillon1_000080.png,128,128,head,28,20,39,41
papillon1_000081.png,128,128,head,29,22,39,44
papillon2.png,158,78,head,42,43,57,53
papillon20.png,181,59,head,32,27,51,40
papillon22.png,279,107,head,57,79,87,97
papillon23.png,252,95,head,52,34,75,58
papillon24.png,166,50,head,25,21,39,35
papillon25.png,216,60,head,53,21,76,37
papillon26.png,257,129,head,47,33,79,66
papillon27.png,203,104,head,20,16,44,41
papillon28.png,230,106,head,33,30,49,49
papillon29.png,183,73,head,38,25,54,43
papillon3.png,215,71,head,48,47,71,67
papillon30.png,160,58,head,40,14,54,31
papillon31.png,194,115,head,41,42,56,60
papillon33.png,229,85,head,43,41,62,60
papillon34.png,183,71,head,53,18,69,37
papillon35.png,201,90,head,52,28,70,47
papillon36.png,117,51,head,20,11,32,23
papillon37.png,125,65,head,25,15,41,32
papillon38.png,161,78,head,40,23,58,39
papillon4.png,215,79,head,59,35,77,51
papillon40.png,190,97,head,62,23,78,36
papillon41.png,143,70,head,45,19,59,32
papillon42.png,88,50,head,30,10,41,20
papillon43.png,148,67,head,33,14,48,31
papillon44.png,74,50,head,27,13,34,24
papillon45.png,151,73,head,35,23,48,39
papillon46.png,135,79,head,22,17,38,25
papillon47.png,105,45,head,24,12,32,23
papillon48.png,130,97,head,40,36,51,58
papillon49.png,216,125,head,79,35,90,57
papillon5.png,155,48,head,23,21,39,35
papillon50.png,211,119,head,74,14,91,48
papillon51.png,239,128,head,96,29,113,55
papillon52.png,241,131,head,109,36,122,61
papillon53.png,244,134,head,85,50,96,79
papillon54.png,281,122,head,107,23,125,59
papillon55.png,279,137,head,88,27,104,60
papillon56.png,194,83,head,61,33,79,60
papillon57.png,237,139,head,92,26,104,62
papillon58.png,277,129,head,67,32,84,59
papillon59.png,259,127,head,72,50,88,73
papillon60.png,263,129,head,94,29,108,67
papillon61.png,199,134,head,73,17,92,42
papillon62.png,191,131,head,65,35,80,57
papillon64.png,176,135,head,70,31,83,50
papillon65.png,196,134,head,66,22,85,49
papillon66.png,174,124,head,50,26,64,65
papillon67.png,243,143,head,64,45,82,74
papillon7.png,62,50,head,10,20,19,30
papillon8.png,165,78,head,25,28,45,50
papillon9.png,146,74,head,22,23,41,43
under1.png,125,83,head,43,42,52,54
under10.png,195,71,head,17,38,42,56
under11.png,199,89,head,11,30,40,45
under12.png,207,64,head,19,26,40,39
under13.png,197,60,head,16,34,41,49
under14.png,272,91,head,59,59,84,75
under15.png,250,95,head,62,35,91,51
under16.png,273,89,head,62,33,92,50
under17.png,160,75,head,40,51,61,63
under18.png,278,108,head,65,60,94,75
under19.png,230,65,head,48,28,77,50
under2.png,111,73,head,38,25,49,39
under20.png,380,99,head,109,43,132,60
under21.png,315,93,head,90,31,116,55
under22.png,234,53,head,129,38,153,50
under23.png,201,58,head,120,35,140,45
under24.png,170,66,head,112,38,130,47
under25.png,180,62,head,118,38,144,49
under3.png,137,86,head,42,28,57,47
under4.png,125,86,head,43,37,55,54
under5.png,146,85,head,44,15,58,40
under6.png,225,82,head,16,49,43,69
under7.png,196,79,head,7,44,36,58
under8.png,260,81,head,29,49,53,65
under9.png,170,88,head,10,41,35,59
